"PLZ6";"KANTON";"ORT";"GEMEINDE_NR";"GEMEINDE_BEZ";"BEZIRK_NR";"BEZIRK_BEZ";"ANZ_PERSONEN";"ANZ_HAUSHALTE";"ANZ_PERSONEN_MANNL";"ANZ_PERSONEN_WEIBL";"Longitude";"Latitude"
720600;"GR";"Igis";3955;"Landquart";1826;"Bezirk Landquart";3509;1378;1748;1761;9.58142473547879;46.9572649710598
720800;"GR";"Malans GR";3954;"Malans";1826;"Bezirk Landquart";2340;971;1145;1195;9.580641;46.983827
721200;"GR";"Seewis Dorf";3972;"Seewis im Prättigau";1830;"Bezirk Prättigau-Davos";1065;410;521;544;9.62901632;46.979916
721201;"GR";"Seewis-Pardisla";3972;"Seewis im Prättigau";1830;"Bezirk Prättigau-Davos";90;35;44;46;9.62901632;46.979916
721202;"GR";"Seewis-Schmitten";3972;"Seewis im Prättigau";1830;"Bezirk Prättigau-Davos";217;107;107;110;9.62901632;46.979916
721300;"GR";"Valzeina";3961;"Grüsch";1830;"Bezirk Prättigau-Davos";121;51;60;61;9.610999;46.943326
721400;"GR";"Grüsch";3961;"Grüsch";1830;"Bezirk Prättigau-Davos";1410;598;718;692;9.644500982414907;46.9661296492995
721500;"GR";"Fanas";3961;"Grüsch";1830;"Bezirk Prättigau-Davos";422;179;209;213;9.683381;46.998182
722000;"GR";"Schiers";3962;"Schiers";1830;"Bezirk Prättigau-Davos";2054;877;1039;1015;9.74671810526537;46.9923214037822
722200;"GR";"Mittellunden";3962;"Schiers";1830;"Bezirk Prättigau-Davos";176;80;89;87;9.714973;46.946086
722300;"GR";"Buchen im Prättigau";3891;"Luzein";1830;"Bezirk Prättigau-Davos";209;87;107;102;9.715855;46.941365
722400;"GR";"Putz";3891;"Luzein";1830;"Bezirk Prättigau-Davos";72;33;37;35;9.744641;46.925183
722600;"GR";"Stels";3962;"Schiers";1830;"Bezirk Prättigau-Davos";98;36;50;48;9.714889;46.965664
722602;"GR";"Fajauna";3962;"Schiers";1830;"Bezirk Prättigau-Davos";144;41;73;71;9.714889;46.965664
722800;"GR";"Schuders";3962;"Schiers";1830;"Bezirk Prättigau-Davos";51;21;26;25;9.732200469;46.977748
722801;"GR";"Pusserein";3962;"Schiers";1830;"Bezirk Prättigau-Davos";73;32;37;36;9.732200469;46.977748
723100;"GR";"Pragg-Jenaz";3863;"Jenaz";1830;"Bezirk Prättigau-Davos";411;176;205;206;9.708731;46.940034
723200;"GR";"Furna";3862;"Furna";1830;"Bezirk Prättigau-Davos";198;73;89;109;9.662786;46.924796
723300;"GR";"Jenaz";3863;"Jenaz";1830;"Bezirk Prättigau-Davos";736;316;369;367;9.704602;46.92208
723500;"GR";"Fideris";3861;"Fideris";1830;"Bezirk Prättigau-Davos";583;240;295;288;9.739223;46.889431
724000;"GR";"Küblis";3882;"Küblis";1830;"Bezirk Prättigau-Davos";862;374;429;433;9.79862670601953;46.9262819002957
724100;"GR";"Conters im Prättigau";3881;"Conters im Prättigau";1830;"Bezirk Prättigau-Davos";223;99;105;118;9.789309;46.886021
724200;"GR";"Luzein";3891;"Luzein";1830;"Bezirk Prättigau-Davos";221;86;113;108;9.75474;46.946045
724300;"GR";"Pany";3891;"Luzein";1830;"Bezirk Prättigau-Davos";701;287;360;341;9.762456158;46.935896
724400;"GR";"Gadenstätt";3891;"Luzein";1830;"Bezirk Prättigau-Davos";34;16;17;17;9.796782;46.941971
724500;"GR";"Ascharina";3893;"St. Antönien";1830;"Bezirk Prättigau-Davos";113;37;60;53;9.79955466;46.94621
724600;"GR";"St. Antönien";3893;"St. Antönien";1830;"Bezirk Prättigau-Davos";243;98;125;118;9.845202;46.979184
724700;"GR";"Saas im Prättigau";3883;"Saas";1830;"Bezirk Prättigau-Davos";748;328;383;365;9.853111;46.91473
724900;"GR";"Serneus";3871;"Klosters-Serneus";1830;"Bezirk Prättigau-Davos";409;175;198;211;9.827038295;46.872671
725000;"GR";"Klosters";3871;"Klosters-Serneus";1830;"Bezirk Prättigau-Davos";2858;1382;1425;1433;9.862788898;46.866431
725200;"GR";"Klosters Dorf";3871;"Klosters-Serneus";1830;"Bezirk Prättigau-Davos";596;268;289;307;9.859316474;46.883239
726000;"GR";"Davos Dorf";3851;"Davos";1830;"Bezirk Prättigau-Davos";3143;1541;1560;1583;9.843882073;46.833739
726500;"GR";"Davos Wolfgang";3851;"Davos";1830;"Bezirk Prättigau-Davos";498;245;247;251;9.85376;46.832733
727000;"GR";"Davos Platz";3851;"Davos";1830;"Bezirk Prättigau-Davos";6076;3001;3019;3057;9.821002904;46.87588900000001
727200;"GR";"Davos Clavadel";3851;"Davos";1830;"Bezirk Prättigau-Davos";240;113;119;121;109.253471;35.346291
727600;"GR";"Davos Frauenkirch";3851;"Davos";1830;"Bezirk Prättigau-Davos";315;145;156;159;9.800568;46.768625
